product_name_en	product_name_da	product_name_de	product_name_fr	product_name_it	product_name_nl	product_name_pl	product_name_fi	product_name_es	product_name_sv	product_url_en	product_url_da	product_url_de	product_url_fr	product_url_it	product_url_nl	product_url_pl	product_url_fi	product_url_es	product_url_sv	style_en	style_da	style_de	style_fr	style_it	style_nl	style_pl	style_fi	style_es	style_sv	category	environment_image_1	environment_image_2	environment_image_3
Canvas print - New York City Building	Lærred - New York City Building	Leinwandbild - New York City Building	Toile - New York City Building	Stampe su tela - New York City Building	Canvas schilderi - New York City Building	Obraz na płótnie - New York City Building	Canvas taulu - New York City Building	Lienzo - New York City Building	Canvastavla New York City Building - Tavla	https://wamaya.com/product/canvas-print-new-york-city-building/	https://wamaya.dk/product/laerred-new-york-city-building/	https://wamaya.de/product/leinwandbild-new-york-city-building/	https://wamaya.fr/product/toile-new-york-city-building/	https://wamaya.it/product/stampe-su-tela-new-york-city-building/	https://wamaya.nl/product/canvas-schilderi-new-york-city-building/	https://wamaya.pl/product/obraz-na-plotnie-new-york-city-building/	https://wamaya.fi/product/canvas-taulu-new-york-city-building/	https://wamaya.es/product/lienzo-new-york-city-building/	https://wamaya.se/product/canvastavla-new-york-city-building-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Fotokonst	https://pictufy.com/api/interiors.php?p=2333763&i=1079	https://pictufy.com/api/interiors.php?p=2333763&i=94	
Canvas print - Kaufmann Desert House Poolside	Lærred - Kaufmann Desert House Poolside	Leinwandbild - Kaufmann Desert House Poolside	Toile - Kaufmann Desert House Poolside	Stampe su tela - Kaufmann Desert House Poolside	Canvas schilderi - Kaufmann Desert House Poolside	Obraz na płótnie - Kaufmann Desert House Poolside	Canvas taulu - Kaufmann Desert House Poolside	Lienzo - Kaufmann Desert House Poolside	Canvastavla Kaufmann Desert House Poolside - Tavla	https://wamaya.com/product/canvas-print-kaufmann-desert-house-poolside/	https://wamaya.dk/product/laerred-kaufmann-desert-house-poolside/	https://wamaya.de/product/leinwandbild-kaufmann-desert-house-poolside/	https://wamaya.fr/product/toile-kaufmann-desert-house-poolside/	https://wamaya.it/product/stampe-su-tela-kaufmann-desert-house-poolside/	https://wamaya.nl/product/canvas-schilderi-kaufmann-desert-house-poolside/	https://wamaya.pl/product/obraz-na-plotnie-kaufmann-desert-house-poolside/	https://wamaya.fi/product/canvas-taulu-kaufmann-desert-house-poolside/	https://wamaya.es/product/lienzo-kaufmann-desert-house-poolside/	https://wamaya.se/product/canvastavla-kaufmann-desert-house-poolside-tavla/	Modern	Moderne	Modern	Moderne	Modern	Modern	Modern	Moderni	Moderno	Modern	Färgglada tavlor	https://pictufy.com/api/interiors.php?p=2530822&i=1079	https://pictufy.com/api/interiors.php?p=2530822&i=94	
Canvas print - Last Summer 12	Lærred - Last Summer 12	Leinwandbild - Last Summer 12	Toile - Last Summer 12	Stampe su tela - Last Summer 12	Canvas schilderi - Last Summer 12	Obraz na płótnie - Last Summer 12	Canvas taulu - Last Summer 12	Lienzo - Last Summer 12	Canvastavla Last Summer 12 - Tavla	https://wamaya.com/product/canvas-print-last-summer-12/	https://wamaya.dk/product/laerred-last-summer-12/	https://wamaya.de/product/leinwandbild-last-summer-12/	https://wamaya.fr/product/toile-last-summer-12/	https://wamaya.it/product/stampe-su-tela-last-summer-12/	https://wamaya.nl/product/canvas-schilderi-last-summer-12/	https://wamaya.pl/product/obraz-na-plotnie-last-summer-12/	https://wamaya.fi/product/canvas-taulu-last-summer-12/	https://wamaya.es/product/lienzo-last-summer-12/	https://wamaya.se/product/canvastavla-last-summer-12-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Beige	https://pictufy.com/api/interiors.php?p=2522991&i=1079	https://pictufy.com/api/interiors.php?p=2522991&i=94	
Canvas print - Pastel Still Life	Lærred - Pastel Still Life	Leinwandbild - Pastel Still Life	Toile - Pastel Still Life	Stampe su tela - Pastel Still Life	Canvas schilderi - Pastel Still Life	Obraz na płótnie - Pastel Still Life	Canvas taulu - Pastel Still Life	Lienzo - Pastel Still Life	Canvastavla Pastel Still Life - Tavla	https://wamaya.com/product/canvas-print-pastel-still-life/	https://wamaya.dk/product/laerred-pastel-still-life/	https://wamaya.de/product/leinwandbild-pastel-still-life/	https://wamaya.fr/product/toile-pastel-still-life/	https://wamaya.it/product/stampe-su-tela-pastel-still-life/	https://wamaya.nl/product/canvas-schilderi-pastel-still-life/	https://wamaya.pl/product/obraz-na-plotnie-pastel-still-life/	https://wamaya.fi/product/canvas-taulu-pastel-still-life/	https://wamaya.es/product/lienzo-pastel-still-life/	https://wamaya.se/product/canvastavla-pastel-still-life-tavla/	Modern	Moderne	Modern	Moderne	Modern	Modern	Modern	Moderni	Moderno	Modern	Stående tavlor	https://pictufy.com/api/interiors.php?p=2484896&i=1079	https://pictufy.com/api/interiors.php?p=2484896&i=94	
Canvas print - Midnight Emerald No2	Lærred - Midnight Emerald No2	Leinwandbild - Midnight Emerald No2	Toile - Midnight Emerald No2	Stampe su tela - Midnight Emerald No2	Canvas schilderi - Midnight Emerald No2	Obraz na płótnie - Midnight Emerald No2	Canvas taulu - Midnight Emerald No2	Lienzo - Midnight Emerald No2	Canvastavla Midnight Emerald No2 - Tavla	https://wamaya.com/product/canvas-print-midnight-emerald-no2/	https://wamaya.dk/product/laerred-midnight-emerald-no2/	https://wamaya.de/product/leinwandbild-midnight-emerald-no2/	https://wamaya.fr/product/toile-midnight-emerald-no2/	https://wamaya.it/product/stampe-su-tela-midnight-emerald-no2/	https://wamaya.nl/product/canvas-schilderi-midnight-emerald-no2/	https://wamaya.pl/product/obraz-na-plotnie-midnight-emerald-no2/	https://wamaya.fi/product/canvas-taulu-midnight-emerald-no2/	https://wamaya.es/product/lienzo-midnight-emerald-no2/	https://wamaya.se/product/canvastavla-midnight-emerald-no2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2564029&i=1079	https://pictufy.com/api/interiors.php?p=2564029&i=94	
Canvas print - Mocca Coffee Sunshine	Lærred - Mocca Coffee Sunshine	Leinwandbild - Mocca Coffee Sunshine	Toile - Mocca Coffee Sunshine	Stampe su tela - Mocca Coffee Sunshine	Canvas schilderi - Mocca Coffee Sunshine	Obraz na płótnie - Mocca Coffee Sunshine	Canvas taulu - Mocca Coffee Sunshine	Lienzo - Mocca Coffee Sunshine	Canvastavla Mocca Coffee Sunshine - Tavla	https://wamaya.com/product/canvas-print-mocca-coffee-sunshine/	https://wamaya.dk/product/laerred-mocca-coffee-sunshine/	https://wamaya.de/product/leinwandbild-mocca-coffee-sunshine/	https://wamaya.fr/product/toile-mocca-coffee-sunshine/	https://wamaya.it/product/stampe-su-tela-mocca-coffee-sunshine/	https://wamaya.nl/product/canvas-schilderi-mocca-coffee-sunshine/	https://wamaya.pl/product/obraz-na-plotnie-mocca-coffee-sunshine/	https://wamaya.fi/product/canvas-taulu-mocca-coffee-sunshine/	https://wamaya.es/product/lienzo-mocca-coffee-sunshine/	https://wamaya.se/product/canvastavla-mocca-coffee-sunshine-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Blommor	https://pictufy.com/api/interiors.php?p=2718840&i=1079	https://pictufy.com/api/interiors.php?p=2718840&i=94	
Canvas print - Winter Forest 2	Lærred - Winter Forest 2	Leinwandbild - Winter Forest 2	Toile - Winter Forest 2	Stampe su tela - Winter Forest 2	Canvas schilderi - Winter Forest 2	Obraz na płótnie - Winter Forest 2	Canvas taulu - Winter Forest 2	Lienzo - Winter Forest 2	Canvastavla Winter Forest 2 - Tavla	https://wamaya.com/product/canvas-print-winter-forest-2/	https://wamaya.dk/product/laerred-winter-forest-2/	https://wamaya.de/product/leinwandbild-winter-forest-2/	https://wamaya.fr/product/toile-winter-forest-2/	https://wamaya.it/product/stampe-su-tela-winter-forest-2/	https://wamaya.nl/product/canvas-schilderi-winter-forest-2/	https://wamaya.pl/product/obraz-na-plotnie-winter-forest-2/	https://wamaya.fi/product/canvas-taulu-winter-forest-2/	https://wamaya.es/product/lienzo-winter-forest-2/	https://wamaya.se/product/canvastavla-winter-forest-2-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Fotokonst	https://pictufy.com/api/interiors.php?p=2558842&i=1079	https://pictufy.com/api/interiors.php?p=2558842&i=94	
Canvas print - Last Summer 19X	Lærred - Last Summer 19X	Leinwandbild - Last Summer 19X	Toile - Last Summer 19X	Stampe su tela - Last Summer 19X	Canvas schilderi - Last Summer 19X	Obraz na płótnie - Last Summer 19X	Canvas taulu - Last Summer 19X	Lienzo - Last Summer 19X	Canvastavla Last Summer 19X - Tavla	https://wamaya.com/product/canvas-print-last-summer-19x/	https://wamaya.dk/product/laerred-last-summer-19x/	https://wamaya.de/product/leinwandbild-last-summer-19x/	https://wamaya.fr/product/toile-last-summer-19x/	https://wamaya.it/product/stampe-su-tela-last-summer-19x/	https://wamaya.nl/product/canvas-schilderi-last-summer-19x/	https://wamaya.pl/product/obraz-na-plotnie-last-summer-19x/	https://wamaya.fi/product/canvas-taulu-last-summer-19x/	https://wamaya.es/product/lienzo-last-summer-19x/	https://wamaya.se/product/canvastavla-last-summer-19x-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Beige	https://pictufy.com/api/interiors.php?p=2522999&i=1079	https://pictufy.com/api/interiors.php?p=2522999&i=94	
Canvas print - Mocanita Hutulca	Lærred - Mocanita Hutulca	Leinwandbild - Mocanita Hutulca	Toile - Mocanita Hutulca	Stampe su tela - Mocanita Hutulca	Canvas schilderi - Mocanita Hutulca	Obraz na płótnie - Mocanita Hutulca	Canvas taulu - Mocanita Hutulca	Lienzo - Mocanita Hutulca	Canvastavla Mocanita Hutulca - Tavla	https://wamaya.com/product/canvas-print-mocanita-hutulca/	https://wamaya.dk/product/laerred-mocanita-hutulca/	https://wamaya.de/product/leinwandbild-mocanita-hutulca/	https://wamaya.fr/product/toile-mocanita-hutulca/	https://wamaya.it/product/stampe-su-tela-mocanita-hutulca/	https://wamaya.nl/product/canvas-schilderi-mocanita-hutulca/	https://wamaya.pl/product/obraz-na-plotnie-mocanita-hutulca/	https://wamaya.fi/product/canvas-taulu-mocanita-hutulca/	https://wamaya.es/product/lienzo-mocanita-hutulca/	https://wamaya.se/product/canvastavla-mocanita-hutulca-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Fotokonst	https://pictufy.com/api/interiors.php?p=1899670&i=1079	https://pictufy.com/api/interiors.php?p=1899670&i=94	
Canvas print - Last Summer 26	Lærred - Last Summer 26	Leinwandbild - Last Summer 26	Toile - Last Summer 26	Stampe su tela - Last Summer 26	Canvas schilderi - Last Summer 26	Obraz na płótnie - Last Summer 26	Canvas taulu - Last Summer 26	Lienzo - Last Summer 26	Canvastavla Last Summer 26 - Tavla	https://wamaya.com/product/canvas-print-last-summer-26/	https://wamaya.dk/product/laerred-last-summer-26/	https://wamaya.de/product/leinwandbild-last-summer-26/	https://wamaya.fr/product/toile-last-summer-26/	https://wamaya.it/product/stampe-su-tela-last-summer-26/	https://wamaya.nl/product/canvas-schilderi-last-summer-26/	https://wamaya.pl/product/obraz-na-plotnie-last-summer-26/	https://wamaya.fi/product/canvas-taulu-last-summer-26/	https://wamaya.es/product/lienzo-last-summer-26/	https://wamaya.se/product/canvastavla-last-summer-26-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Beige	https://pictufy.com/api/interiors.php?p=2522993&i=1079	https://pictufy.com/api/interiors.php?p=2522993&i=94	
Canvas print - Happy New Year	Lærred - Happy New Year	Leinwandbild - Happy New Year	Toile - Happy New Year	Stampe su tela - Happy New Year	Canvas schilderi - Happy New Year	Obraz na płótnie - Happy New Year	Canvas taulu - Happy New Year	Lienzo - Happy New Year	Canvastavla Happy New Year - Tavla	https://wamaya.com/product/canvas-print-happy-new-year/	https://wamaya.dk/product/laerred-happy-new-year/	https://wamaya.de/product/leinwandbild-happy-new-year/	https://wamaya.fr/product/toile-happy-new-year/	https://wamaya.it/product/stampe-su-tela-happy-new-year/	https://wamaya.nl/product/canvas-schilderi-happy-new-year/	https://wamaya.pl/product/obraz-na-plotnie-happy-new-year/	https://wamaya.fi/product/canvas-taulu-happy-new-year/	https://wamaya.es/product/lienzo-happy-new-year/	https://wamaya.se/product/canvastavla-happy-new-year-tavla/	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Japandi	Fotokonst	https://pictufy.com/api/interiors.php?p=2179945&i=1079	https://pictufy.com/api/interiors.php?p=2179945&i=94	
Canvas print - Last Summer 25	Lærred - Last Summer 25	Leinwandbild - Last Summer 25	Toile - Last Summer 25	Stampe su tela - Last Summer 25	Canvas schilderi - Last Summer 25	Obraz na płótnie - Last Summer 25	Canvas taulu - Last Summer 25	Lienzo - Last Summer 25	Canvastavla Last Summer 25 - Tavla	https://wamaya.com/product/canvas-print-last-summer-25/	https://wamaya.dk/product/laerred-last-summer-25/	https://wamaya.de/product/leinwandbild-last-summer-25/	https://wamaya.fr/product/toile-last-summer-25/	https://wamaya.it/product/stampe-su-tela-last-summer-25/	https://wamaya.nl/product/canvas-schilderi-last-summer-25/	https://wamaya.pl/product/obraz-na-plotnie-last-summer-25/	https://wamaya.fi/product/canvas-taulu-last-summer-25/	https://wamaya.es/product/lienzo-last-summer-25/	https://wamaya.se/product/canvastavla-last-summer-25-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Beige	https://pictufy.com/api/interiors.php?p=2522992&i=1079	https://pictufy.com/api/interiors.php?p=2522992&i=94	
Canvas print - Sunset Thoughts	Lærred - Sunset Thoughts	Leinwandbild - Sunset Thoughts	Toile - Sunset Thoughts	Stampe su tela - Sunset Thoughts	Canvas schilderi - Sunset Thoughts	Obraz na płótnie - Sunset Thoughts	Canvas taulu - Sunset Thoughts	Lienzo - Sunset Thoughts	Canvastavla Sunset Thoughts - Tavla	https://wamaya.com/product/canvas-print-sunset-thoughts/	https://wamaya.dk/product/laerred-sunset-thoughts/	https://wamaya.de/product/leinwandbild-sunset-thoughts/	https://wamaya.fr/product/toile-sunset-thoughts/	https://wamaya.it/product/stampe-su-tela-sunset-thoughts/	https://wamaya.nl/product/canvas-schilderi-sunset-thoughts/	https://wamaya.pl/product/obraz-na-plotnie-sunset-thoughts/	https://wamaya.fi/product/canvas-taulu-sunset-thoughts/	https://wamaya.es/product/lienzo-sunset-thoughts/	https://wamaya.se/product/canvastavla-sunset-thoughts-tavla/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2943264&i=1079	https://pictufy.com/api/interiors.php?p=2943264&i=94	
Canvas print - Pink Teleianthera Ficoidea Leaf Illustration	Lærred - Pink Teleianthera Ficoidea Leaf Illustration	Leinwandbild - Pink Teleianthera Ficoidea Leaf Illustration	Toile - Pink Teleianthera Ficoidea Leaf Illustration	Stampe su tela - Pink Teleianthera Ficoidea Leaf Illustration	Canvas schilderi - Pink Teleianthera Ficoidea Leaf Illustration	Obraz na płótnie - Pink Teleianthera Ficoidea Leaf Illustration	Canvas taulu - Pink Teleianthera Ficoidea Leaf Illustration	Lienzo - Pink Teleianthera Ficoidea Leaf Illustration	Canvastavla Pink Teleianthera Ficoidea Leaf Illustration - Tavla	https://wamaya.com/product/canvas-print-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.dk/product/laerred-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.de/product/leinwandbild-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.fr/product/toile-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.it/product/stampe-su-tela-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.nl/product/canvas-schilderi-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.pl/product/obraz-na-plotnie-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.fi/product/canvas-taulu-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.es/product/lienzo-pink-teleianthera-ficoidea-leaf-illustration/	https://wamaya.se/product/canvastavla-pink-teleianthera-ficoidea-leaf-illustration-tavla/	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Vintage	Blommor	https://pictufy.com/api/interiors.php?p=2643248&i=1079	https://pictufy.com/api/interiors.php?p=2643248&i=94	
Canvas print - Last Summer 18	Lærred - Last Summer 18	Leinwandbild - Last Summer 18	Toile - Last Summer 18	Stampe su tela - Last Summer 18	Canvas schilderi - Last Summer 18	Obraz na płótnie - Last Summer 18	Canvas taulu - Last Summer 18	Lienzo - Last Summer 18	Canvastavla Last Summer 18 - Tavla	https://wamaya.com/product/canvas-print-last-summer-18/	https://wamaya.dk/product/laerred-last-summer-18/	https://wamaya.de/product/leinwandbild-last-summer-18/	https://wamaya.fr/product/toile-last-summer-18/	https://wamaya.it/product/stampe-su-tela-last-summer-18/	https://wamaya.nl/product/canvas-schilderi-last-summer-18/	https://wamaya.pl/product/obraz-na-plotnie-last-summer-18/	https://wamaya.fi/product/canvas-taulu-last-summer-18/	https://wamaya.es/product/lienzo-last-summer-18/	https://wamaya.se/product/canvastavla-last-summer-18-tavla/	Minimalist	Minimalistisk	Minimalistisch	Minimaliste	Minimalist	Minimalist	Minimalist	Minimalistinen	Minimalista	Minimalistisk	Beige	https://pictufy.com/api/interiors.php?p=2522998&i=1079	https://pictufy.com/api/interiors.php?p=2522998&i=94	
Canvas print - Balance	Lærred - Balance	Leinwandbild - Balance	Toile - Balance	Stampe su tela - Balance	Canvas schilderi - Balance	Obraz na płótnie - Balance	Canvas taulu - Balance	Lienzo - Balance	Canvastavla Balance - Tavla	https://wamaya.com/product/canvas-print-balance-5/	https://wamaya.dk/product/laerred-balance-5/	https://wamaya.de/product/leinwandbild-balance-5/	https://wamaya.fr/product/toile-balance-5/	https://wamaya.it/product/stampe-su-tela-balance-5/	https://wamaya.nl/product/canvas-schilderi-balance-5/	https://wamaya.pl/product/obraz-na-plotnie-balance-5/	https://wamaya.fi/product/canvas-taulu-balance-5/	https://wamaya.es/product/lienzo-balance-5/	https://wamaya.se/product/canvastavla-balance-tavla-5/	Abstract	Abstrakt	Abstrakt	Abstrait	Abstract	Abstract	Abstract	Abstrakti	Abstracto	Abstrakt	Abstrakt	https://pictufy.com/api/interiors.php?p=2943263&i=1079	https://pictufy.com/api/interiors.php?p=2943263&i=94	
